year,county,Description,LineCode,GeoFips,GDP_Change
2018,Montrose,"Agriculture, forestry, fishing and hunting",3.0,8085,-33.8
2018,Montrose,Real estate and rental and leasing,56.0,8085,8
2018,Montrose,Government and government enterprises,83.0,8085,3.4
2018,Morgan,All industry total,1.0,8087,9.8
2018,Morgan,Private industries,2.0,8087,10.3
2018,Morgan,"Agriculture, forestry, fishing and hunting",3.0,8087,20.1
2018,Morgan,Real estate and rental and leasing,56.0,8087,8.9
2018,Morgan,Government and government enterprises,83.0,8087,4.2
2018,Otero,All industry total,1.0,8089,9
2018,Otero,Private industries,2.0,8089,10.1
2018,Otero,"Agriculture, forestry, fishing and hunting",3.0,8089,76.8
2018,Otero,Real estate and rental and leasing,56.0,8089,7.5
2018,Otero,Government and government enterprises,83.0,8089,3.8
2018,Ouray,All industry total,1.0,8091,4.8
2018,Ouray,Private industries,2.0,8091,4.9
2018,Ouray,"Agriculture, forestry, fishing and hunting",3.0,8091,(D)
2018,Ouray,Real estate and rental and leasing,56.0,8091,5.4
2018,Ouray,Government and government enterprises,83.0,8091,3.9
2018,Park,All industry total,1.0,8093,6.4
2018,Park,Private industries,2.0,8093,6.8
2018,Park,"Agriculture, forestry, fishing and hunting",3.0,8093,-27.8
2018,Park,Real estate and rental and leasing,56.0,8093,6.2
2018,Park,Government and government enterprises,83.0,8093,2.9
2018,Phillips,All industry total,1.0,8095,10.7
2018,Phillips,Private industries,2.0,8095,12.4
2018,Phillips,"Agriculture, forestry, fishing and hunting",3.0,8095,83
2018,Phillips,Real estate and rental and leasing,56.0,8095,(D)
2018,Phillips,Government and government enterprises,83.0,8095,3.8
2018,Pitkin,All industry total,1.0,8097,5.3
2018,Pitkin,Private industries,2.0,8097,5.5
2018,Pitkin,"Agriculture, forestry, fishing and hunting",3.0,8097,(D)
2018,Pitkin,Real estate and rental and leasing,56.0,8097,-0.4
2018,Pitkin,Government and government enterprises,83.0,8097,3.1
2018,Prowers,All industry total,1.0,8099,7.4
2018,Prowers,Private industries,2.0,8099,8.2
2018,Prowers,"Agriculture, forestry, fishing and hunting",3.0,8099,-1
2018,Prowers,Real estate and rental and leasing,56.0,8099,7.4
2018,Prowers,Government and government enterprises,83.0,8099,3.1
2018,Pueblo,All industry total,1.0,8101,4.7
2018,Pueblo,Private industries,2.0,8101,4.7
2018,Pueblo,"Agriculture, forestry, fishing and hunting",3.0,8101,-55.3
2018,Pueblo,Real estate and rental and leasing,56.0,8101,5.9
2018,Pueblo,Government and government enterprises,83.0,8101,4.5
2018,Routt,All industry total,1.0,8107,3.1
2018,Routt,Private industries,2.0,8107,0.7
2018,Routt,"Agriculture, forestry, fishing and hunting",3.0,8107,(D)
2018,Routt,Real estate and rental and leasing,56.0,8107,12.1
2018,Routt,Government and government enterprises,83.0,8107,29.8
2018,Saguache,All industry total,1.0,8109,18.7
2018,Saguache,Private industries,2.0,8109,21.5
2018,Saguache,"Agriculture, forestry, fishing and hunting",3.0,8109,50.7
2018,Saguache,Real estate and rental and leasing,56.0,8109,(D)
2018,Saguache,Government and government enterprises,83.0,8109,4.7
2018,Sedgwick,All industry total,1.0,8115,11.8
2018,Sedgwick,Private industries,2.0,8115,13.3
2018,Sedgwick,"Agriculture, forestry, fishing and hunting",3.0,8115,282.9
2018,Sedgwick,Real estate and rental and leasing,56.0,8115,(D)
2018,Sedgwick,Government and government enterprises,83.0,8115,7
2018,Summit,All industry total,1.0,8117,6.9
2018,Summit,Private industries,2.0,8117,6.9
2018,Summit,"Agriculture, forestry, fishing and hunting",3.0,8117,(D)
2018,Summit,Real estate and rental and leasing,56.0,8117,5
2018,Summit,Government and government enterprises,83.0,8117,6.4
2018,Teller,All industry total,1.0,8119,0.7
2018,Teller,Private industries,2.0,8119,-0.7
2018,Teller,"Agriculture, forestry, fishing and hunting",3.0,8119,(D)
2018,Teller,Real estate and rental and leasing,56.0,8119,7.3
2018,Teller,Government and government enterprises,83.0,8119,14.6
2018,Washington,All industry total,1.0,8121,7.6
2018,Washington,Private industries,2.0,8121,7.8
2018,Washington,"Agriculture, forestry, fishing and hunting",3.0,8121,20.3
2018,Washington,Real estate and rental and leasing,56.0,8121,6.4
2018,Washington,Government and government enterprises,83.0,8121,6.4
2018,Weld,All industry total,1.0,8123,19.3
2018,Weld,Private industries,2.0,8123,20.2
2018,Weld,"Agriculture, forestry, fishing and hunting",3.0,8123,6.3
2018,Weld,Real estate and rental and leasing,56.0,8123,5.3
2018,Weld,Government and government enterprises,83.0,8123,6.6
2018,Yuma,All industry total,1.0,8125,5
2018,Yuma,Private industries,2.0,8125,5.7
2018,Yuma,"Agriculture, forestry, fishing and hunting",3.0,8125,9.2
2018,Yuma,Real estate and rental and leasing,56.0,8125,5.6
2018,Yuma,Government and government enterprises,83.0,8125,0.8
2019,Adams,All industry total,1.0,8001,6.5
2019,Adams,Private industries,2.0,8001,4.8
2019,Adams,"Agriculture, forestry, fishing and hunting",3.0,8001,(D)
2019,Adams,Real estate and rental and leasing,56.0,8001,3
2019,Adams,Government and government enterprises,83.0,8001,15.5
2019,Alamosa,All industry total,1.0,8003,8.8
2019,Alamosa,Private industries,2.0,8003,11.4
2019,Alamosa,"Agriculture, forestry, fishing and hunting",3.0,8003,79.3
2019,Alamosa,Real estate and rental and leasing,56.0,8003,14.4
2019,Alamosa,Government and government enterprises,83.0,8003,-1.9
2019,Arapahoe,All industry total,1.0,8005,4.8
2019,Arapahoe,Private industries,2.0,8005,4.8
2019,Arapahoe,"Agriculture, forestry, fishing and hunting",3.0,8005,-48.5
2019,Arapahoe,Real estate and rental and leasing,56.0,8005,3.5
2019,Arapahoe,Government and government enterprises,83.0,8005,5.2
2019,Archuleta,All industry total,1.0,8007,7.1
2019,Archuleta,Private industries,2.0,8007,7.2
2019,Archuleta,"Agriculture, forestry, fishing and hunting",3.0,8007,(D)
2019,Archuleta,Real estate and rental and leasing,56.0,8007,16.9
2019,Archuleta,Government and government enterprises,83.0,8007,6.5
2019,Baca,All industry total,1.0,8009,-10.4
2019,Baca,Private industries,2.0,8009,-14.2
2019,Baca,"Agriculture, forestry, fishing and hunting",3.0,8009,-81.4
2019,Baca,Real estate and rental and leasing,56.0,8009,(D)
2019,Baca,Government and government enterprises,83.0,8009,2.4
2019,Bent,All industry total,1.0,8011,4.4
2019,Bent,Private industries,2.0,8011,5.2
2019,Bent,"Agriculture, forestry, fishing and hunting",3.0,8011,-18.7
2019,Bent,Real estate and rental and leasing,56.0,8011,(D)
2019,Bent,Government and government enterprises,83.0,8011,0.6
2019,Boulder,All industry total,1.0,8013,8
2019,Boulder,Private industries,2.0,8013,8.2
2019,Boulder,"Agriculture, forestry, fishing and hunting",3.0,8013,35.9
2019,Boulder,Real estate and rental and leasing,56.0,8013,2
2019,Boulder,Government and government enterprises,83.0,8013,6.3
2019,Broomfield,All industry total,1.0,8014,7.5
2019,Broomfield,Private industries,2.0,8014,7.6
2019,Broomfield,"Agriculture, forestry, fishing and hunting",3.0,8014,-17.1
2019,Broomfield,Real estate and rental and leasing,56.0,8014,-6.7
2019,Broomfield,Government and government enterprises,83.0,8014,6.1
2019,Chaffee,All industry total,1.0,8015,6.9
2019,Chaffee,Private industries,2.0,8015,7.2
2019,Chaffee,"Agriculture, forestry, fishing and hunting",3.0,8015,-45.6
2019,Chaffee,Real estate and rental and leasing,56.0,8015,17.8
2019,Chaffee,Government and government enterprises,83.0,8015,5.2
2019,Cheyenne,All industry total,1.0,8017,1.7
2019,Cheyenne,Private industries,2.0,8017,1.9
2019,Cheyenne,"Agriculture, forestry, fishing and hunting",3.0,8017,57.5
2019,Cheyenne,Real estate and rental and leasing,56.0,8017,(D)
2019,Cheyenne,Government and government enterprises,83.0,8017,0
2019,Conejos,All industry total,1.0,8021,10.7
2019,Conejos,Private industries,2.0,8021,12.4
2019,Conejos,"Agriculture, forestry, fishing and hunting",3.0,8021,5.5
2019,Conejos,Real estate and rental and leasing,56.0,8021,(D)
2019,Conejos,Government and government enterprises,83.0,8021,-0.5
2019,Costilla,All industry total,1.0,8023,14.2
2019,Costilla,Private industries,2.0,8023,16.6
2019,Costilla,"Agriculture, forestry, fishing and hunting",3.0,8023,19.7
2019,Costilla,Real estate and rental and leasing,56.0,8023,22.8
2019,Costilla,Government and government enterprises,83.0,8023,3.1
2019,Crowley,All industry total,1.0,8025,5.8
2019,Crowley,Private industries,2.0,8025,6.3
2019,Crowley,"Agriculture, forestry, fishing and hunting",3.0,8025,-3.3
2019,Crowley,Real estate and rental and leasing,56.0,8025,(D)
2019,Crowley,Government and government enterprises,83.0,8025,4.2
2019,Custer,All industry total,1.0,8027,10.2
2019,Custer,Private industries,2.0,8027,11.1
2019,Custer,"Agriculture, forestry, fishing and hunting",3.0,8027,-31.1
2019,Custer,Real estate and rental and leasing,56.0,8027,(D)
2019,Custer,Government and government enterprises,83.0,8027,2.4
2019,Delta,All industry total,1.0,8029,8.2
2019,Delta,Private industries,2.0,8029,9.2
2019,Delta,"Agriculture, forestry, fishing and hunting",3.0,8029,14.6
2019,Delta,Real estate and rental and leasing,56.0,8029,19.6
2019,Delta,Government and government enterprises,83.0,8029,4.4
2019,Denver,All industry total,1.0,8031,5.4
2019,Denver,Private industries,2.0,8031,6
2019,Denver,"Agriculture, forestry, fishing and hunting",3.0,8031,23.1
2019,Denver,Real estate and rental and leasing,56.0,8031,1.7
2019,Denver,Government and government enterprises,83.0,8031,0.6
2019,Dolores,All industry total,1.0,8033,-9
2019,Dolores,Private industries,2.0,8033,-10.6
2019,Dolores,"Agriculture, forestry, fishing and hunting",3.0,8033,67
2019,Dolores,Real estate and rental and leasing,56.0,8033,(D)
2019,Dolores,Government and government enterprises,83.0,8033,4.2
2019,Douglas,All industry total,1.0,8035,8.3
2019,Douglas,Private industries,2.0,8035,8.5
2019,Douglas,"Agriculture, forestry, fishing and hunting",3.0,8035,-44.5
2019,Douglas,Real estate and rental and leasing,56.0,8035,1.9
2019,Douglas,Government and government enterprises,83.0,8035,5.2
2019,Eagle,All industry total,1.0,8037,5.9
2019,Eagle,Private industries,2.0,8037,6
2019,Eagle,"Agriculture, forestry, fishing and hunting",3.0,8037,3.8
2019,Eagle,Real estate and rental and leasing,56.0,8037,12.1
2019,Eagle,Government and government enterprises,83.0,8037,4.3
2019,Elbert,All industry total,1.0,8039,23.7
2019,Elbert,Private industries,2.0,8039,25.7
2019,Elbert,"Agriculture, forestry, fishing and hunting",3.0,8039,(D)
2019,Elbert,Real estate and rental and leasing,56.0,8039,22
2019,Elbert,Government and government enterprises,83.0,8039,6.7
2019,Fremont,All industry total,1.0,8043,7.2
2019,Fremont,Private industries,2.0,8043,9.7
2019,Fremont,"Agriculture, forestry, fishing and hunting",3.0,8043,(D)
2019,Fremont,Real estate and rental and leasing,56.0,8043,18.9
2019,Fremont,Government and government enterprises,83.0,8043,2
2019,Garfield,All industry total,1.0,8045,-2.9
2019,Garfield,Private industries,2.0,8045,-3.9
2019,Garfield,"Agriculture, forestry, fishing and hunting",3.0,8045,-35.2
2019,Garfield,Real estate and rental and leasing,56.0,8045,5.1
2019,Garfield,Government and government enterprises,83.0,8045,4.6
2019,Gilpin,All industry total,1.0,8047,-1.6
2019,Gilpin,Private industries,2.0,8047,-1.9
2019,Gilpin,"Agriculture, forestry, fishing and hunting",3.0,8047,(D)
2019,Gilpin,Real estate and rental and leasing,56.0,8047,(D)
2019,Gilpin,Government and government enterprises,83.0,8047,3
2019,Grand,All industry total,1.0,8049,9.1
2019,Grand,Private industries,2.0,8049,9.3
2019,Grand,"Agriculture, forestry, fishing and hunting",3.0,8049,(D)
2019,Grand,Real estate and rental and leasing,56.0,8049,21.2
2019,Grand,Government and government enterprises,83.0,8049,7.4
2019,Gunnison,All industry total,1.0,8051,5.3
2019,Gunnison,Private industries,2.0,8051,5.3
2019,Gunnison,"Agriculture, forestry, fishing and hunting",3.0,8051,(D)
2019,Gunnison,Real estate and rental and leasing,56.0,8051,15.1
2019,Gunnison,Government and government enterprises,83.0,8051,5.6
2019,Hinsdale,All industry total,1.0,8053,16.7
2019,Hinsdale,Private industries,2.0,8053,19
2019,Hinsdale,"Agriculture, forestry, fishing and hunting",3.0,8053,(D)
2019,Hinsdale,Real estate and rental and leasing,56.0,8053,25.1
2019,Hinsdale,Government and government enterprises,83.0,8053,-1.1
2019,Huerfano,All industry total,1.0,8055,3.2
2019,Huerfano,Private industries,2.0,8055,3
2019,Huerfano,"Agriculture, forestry, fishing and hunting",3.0,8055,-69.2
2019,Huerfano,Real estate and rental and leasing,56.0,8055,24.4
2019,Huerfano,Government and government enterprises,83.0,8055,4.8
2019,Jackson,All industry total,1.0,8057,2.2
2019,Jackson,Private industries,2.0,8057,2.8
2019,Jackson,"Agriculture, forestry, fishing and hunting",3.0,8057,-16.1
2019,Jackson,Real estate and rental and leasing,56.0,8057,(D)
2019,Jackson,Government and government enterprises,83.0,8057,-3
2019,Jefferson,All industry total,1.0,8059,6.3
2019,Jefferson,Private industries,2.0,8059,6.7
2019,Jefferson,"Agriculture, forestry, fishing and hunting",3.0,8059,-43.9
2019,Jefferson,Real estate and rental and leasing,56.0,8059,8.3
2019,Jefferson,Government and government enterprises,83.0,8059,3.4
2019,Kiowa,All industry total,1.0,8061,33.2
2019,Kiowa,Private industries,2.0,8061,44.5
2019,Kiowa,"Agriculture, forestry, fishing and hunting",3.0,8061,399.9
2019,Kiowa,Real estate and rental and leasing,56.0,8061,23.7
2019,Kiowa,Government and government enterprises,83.0,8061,-1.9
2019,Lake,All industry total,1.0,8065,16.6
2019,Lake,Private industries,2.0,8065,18.9
2019,Lake,"Agriculture, forestry, fishing and hunting",3.0,8065,(D)
2019,Lake,Real estate and rental and leasing,56.0,8065,15.8
2019,Lake,Government and government enterprises,83.0,8065,3.4
2019,Larimer,All industry total,1.0,8069,4.6
2019,Larimer,Private industries,2.0,8069,4.6
2019,Larimer,"Agriculture, forestry, fishing and hunting",3.0,8069,111.3
2019,Larimer,Real estate and rental and leasing,56.0,8069,2.9
2019,Larimer,Government and government enterprises,83.0,8069,4.6
2019,Lincoln,All industry total,1.0,8073,1.6
2019,Lincoln,Private industries,2.0,8073,2.3
2019,Lincoln,"Agriculture, forestry, fishing and hunting",3.0,8073,55.3
2019,Lincoln,Real estate and rental and leasing,56.0,8073,17.6
2019,Lincoln,Government and government enterprises,83.0,8073,-1.7
2019,Logan,All industry total,1.0,8075,9.4
2019,Logan,Private industries,2.0,8075,10.9
2019,Logan,"Agriculture, forestry, fishing and hunting",3.0,8075,68.2
2019,Logan,Real estate and rental and leasing,56.0,8075,14.5
2019,Logan,Government and government enterprises,83.0,8075,1.4
2019,Mesa,All industry total,1.0,8077,4.8
2019,Mesa,Private industries,2.0,8077,4.8
2019,Mesa,"Agriculture, forestry, fishing and hunting",3.0,8077,-42.4
2019,Mesa,Real estate and rental and leasing,56.0,8077,11.5
2019,Mesa,Government and government enterprises,83.0,8077,5.1
2019,Mineral,All industry total,1.0,8079,12.1
2019,Mineral,Private industries,2.0,8079,12.3
2019,Mineral,"Agriculture, forestry, fishing and hunting",3.0,8079,(D)
2019,Mineral,Real estate and rental and leasing,56.0,8079,(D)
2019,Mineral,Government and government enterprises,83.0,8079,9
2019,Moffat,All industry total,1.0,8081,7.3
2019,Moffat,Private industries,2.0,8081,8.1
2019,Moffat,"Agriculture, forestry, fishing and hunting",3.0,8081,-30.6
2019,Moffat,Real estate and rental and leasing,56.0,8081,16.9
2019,Moffat,Government and government enterprises,83.0,8081,-2.2
2019,Montezuma,All industry total,1.0,8083,-5
2019,Montezuma,Private industries,2.0,8083,-6
2019,Montezuma,"Agriculture, forestry, fishing and hunting",3.0,8083,183.9
2019,Montezuma,Real estate and rental and leasing,56.0,8083,16.8
2019,Montezuma,Government and government enterprises,83.0,8083,2.6
2019,Montrose,All industry total,1.0,8085,5.6
2019,Montrose,Private industries,2.0,8085,5.8
2019,Montrose,"Agriculture, forestry, fishing and hunting",3.0,8085,-15.8
2019,Montrose,Real estate and rental and leasing,56.0,8085,14
2019,Montrose,Government and government enterprises,83.0,8085,4.2
2019,Morgan,All industry total,1.0,8087,4.9
2019,Morgan,Private industries,2.0,8087,5
2019,Morgan,"Agriculture, forestry, fishing and hunting",3.0,8087,38.6
2019,Morgan,Real estate and rental and leasing,56.0,8087,15.6
2019,Morgan,Government and government enterprises,83.0,8087,3.8
2019,Otero,All industry total,1.0,8089,8.9
2019,Otero,Private industries,2.0,8089,9.7
2019,Otero,"Agriculture, forestry, fishing and hunting",3.0,8089,-4.9
2019,Otero,Real estate and rental and leasing,56.0,8089,20.9
2019,Otero,Government and government enterprises,83.0,8089,4.5
2019,Ouray,All industry total,1.0,8091,8.8
2019,Ouray,Private industries,2.0,8091,9.5
2019,Ouray,"Agriculture, forestry, fishing and hunting",3.0,8091,(D)
2019,Ouray,Real estate and rental and leasing,56.0,8091,17
2019,Ouray,Government and government enterprises,83.0,8091,3.9
2019,Park,All industry total,1.0,8093,13.7
2019,Park,Private industries,2.0,8093,14.8
2019,Park,"Agriculture, forestry, fishing and hunting",3.0,8093,-15.1
2019,Park,Real estate and rental and leasing,56.0,8093,23.8
2019,Park,Government and government enterprises,83.0,8093,5.4
2019,Phillips,All industry total,1.0,8095,9.1
2019,Phillips,Private industries,2.0,8095,10.3
2019,Phillips,"Agriculture, forestry, fishing and hunting",3.0,8095,20
2019,Phillips,Real estate and rental and leasing,56.0,8095,(D)
2019,Phillips,Government and government enterprises,83.0,8095,4
2019,Pitkin,All industry total,1.0,8097,5.3
2019,Pitkin,Private industries,2.0,8097,5.3
2019,Pitkin,"Agriculture, forestry, fishing and hunting",3.0,8097,(D)
2019,Pitkin,Real estate and rental and leasing,56.0,8097,12.3
2019,Pitkin,Government and government enterprises,83.0,8097,5.3
2019,Prowers,All industry total,1.0,8099,12.6
2019,Prowers,Private industries,2.0,8099,14.2
2019,Prowers,"Agriculture, forestry, fishing and hunting",3.0,8099,29.2
2019,Prowers,Real estate and rental and leasing,56.0,8099,20.9
2019,Prowers,Government and government enterprises,83.0,8099,4.1
2019,Pueblo,All industry total,1.0,8101,5.9
2019,Pueblo,Private industries,2.0,8101,6.6
2019,Pueblo,"Agriculture, forestry, fishing and hunting",3.0,8101,100.9
2019,Pueblo,Real estate and rental and leasing,56.0,8101,15.4
2019,Pueblo,Government and government enterprises,83.0,8101,1.9
2019,Routt,All industry total,1.0,8107,6.9
2019,Routt,Private industries,2.0,8107,7.1
2019,Routt,"Agriculture, forestry, fishing and hunting",3.0,8107,(D)
2019,Routt,Real estate and rental and leasing,56.0,8107,11.8
2019,Routt,Government and government enterprises,83.0,8107,4.5
2019,Saguache,All industry total,1.0,8109,22.2
2019,Saguache,Private industries,2.0,8109,25.2
2019,Saguache,"Agriculture, forestry, fishing and hunting",3.0,8109,43.8
2019,Saguache,Real estate and rental and leasing,56.0,8109,(D)
2019,Saguache,Government and government enterprises,83.0,8109,4.6
2019,Sedgwick,All industry total,1.0,8115,17.1
2019,Sedgwick,Private industries,2.0,8115,22.2
2019,Sedgwick,"Agriculture, forestry, fishing and hunting",3.0,8115,82.7
2019,Sedgwick,Real estate and rental and leasing,56.0,8115,(D)
2019,Sedgwick,Government and government enterprises,83.0,8115,0.1
2019,Summit,All industry total,1.0,8117,7.9
2019,Summit,Private industries,2.0,8117,8.2
2019,Summit,"Agriculture, forestry, fishing and hunting",3.0,8117,(D)
2019,Summit,Real estate and rental and leasing,56.0,8117,14.9
2019,Summit,Government and government enterprises,83.0,8117,4.4
2019,Teller,All industry total,1.0,8119,12.4
2019,Teller,Private industries,2.0,8119,13
2019,Teller,"Agriculture, forestry, fishing and hunting",3.0,8119,(D)
2019,Teller,Real estate and rental and leasing,56.0,8119,18.8
2019,Teller,Government and government enterprises,83.0,8119,6.9
2019,Washington,All industry total,1.0,8121,7.6
2019,Washington,Private industries,2.0,8121,9.3
2019,Washington,"Agriculture, forestry, fishing and hunting",3.0,8121,43.2
2019,Washington,Real estate and rental and leasing,56.0,8121,21.6
2019,Washington,Government and government enterprises,83.0,8121,-0.9
2019,Weld,All industry total,1.0,8123,-1.9
2019,Weld,Private industries,2.0,8123,-2.3
2019,Weld,"Agriculture, forestry, fishing and hunting",3.0,8123,5.6
2019,Weld,Real estate and rental and leasing,56.0,8123,8.4
2019,Weld,Government and government enterprises,83.0,8123,4.8
2019,Yuma,All industry total,1.0,8125,19.7
2019,Yuma,Private industries,2.0,8125,22.3
2019,Yuma,"Agriculture, forestry, fishing and hunting",3.0,8125,182.8
2019,Yuma,Real estate and rental and leasing,56.0,8125,19
2019,Yuma,Government and government enterprises,83.0,8125,2.3
